Reactions|Direction|Left|Right
5262|=|2:31,26326|2:17605,26326
5263|=|1:18410|1:261
5264|=|1:26321|2:137,26321
5265|=|1:26321|2:2740,26321
5266|=|2:26335,26390|2:26335,26396
5267|=|1:17519|1:261
5268|>|1:17343|1:21189
5269|>|1:21189|1:17344
5270|=|1:17605|2:93,31
5271|=|1:17605|2:1908,261
5272|>|1:17343|1:26334
5273|>|1:26334|1:17344
5274|=|1:18368|2:121,31
5275|=|1:17533|1:217
5276|=|1:26322|2:134,121
5277|=|1:17716|2:26632,121
5278|>|1:17321|1:17322
5279|=|1:17720|2:121,18368
5280|>|1:17334|1:17335
5281|=|1:26329|2:261,121
5282|=|1:17357|2:26170,121
5283|=|1:17494|2:18368,93
5284|=|1:17522|2:17720,93
5285|=|1:26332|2:1908,604
5286|=|1:17536|1:31
5287|=|1:17533|1:31
5288|=|1:17559|2:17533,31
5289|=|1:17686|2:17559,31
5290|=|1:17758|2:17686,31
5291|=|1:18515|2:18932,31
5292|=|1:18932|2:17758,31
5293|=|1:26336|2:217,987
5294|=|1:26337|2:31,90
5295|=|1:25808|2:31,90
5296|=|1:26329|2:31,121
5297|=|1:26338|2:31,90
5298|=|1:17629|2:17528,26329
5299|>|1:9219|1:9193
5300|=|1:26339|2:909,2804
5301|>|2:4499,7|1:9219
5302|>|1:321|2:4499,13
5303|=|2:17357,26393|2:18294,26398
5304|=|1:17716|1:26340
5305|=|1:3833|2:157,14
5306|=|2:26626,90|2:25808,26397
5307|=|1:63|1:9604
5308|>|1:17273|1:26342
5309|>|1:26342|1:17274
5310|=|2:26630,1136|2:17431,26396
5311|=|2:17605,26386|2:25201,26396
5312|=|1:3833|2:157,14
5313|=|1:3833|2:9605,14
5314|=|1:637|2:69,14
5315|=|1:236|2:58,14
5316|=|1:17605|2:19404,31
5317|=|1:18546|2:17357,121
5318|=|1:4467|1:236
5319|=|1:17494|2:18556,17605
5320|=|1:17292|2:26384,1799
5321|=|1:26225|1:137
5322|=|1:26344|2:155,121
5323|=|1:26345|2:2928,187
5324|=|1:26346|2:3984,217
5325|=|2:17491,26386|2:17545,26396
5326|>|1:4291|1:4292
5327|=|2:26632,264|1:17558
5328|=|1:26333|2:155,26353
5329|=|1:26351|2:155,26353
5330|=|1:26352|2:155,26353
5331|=|1:17522|2:17494,121
5332|>|1:17305|1:17314
5333|=|2:214,7|2:65,14
5334|>|1:17305|1:17313
5335|>|1:17305|1:17311
5336|=|1:26354|2:26355,191
5337|=|1:26355|2:26324,261
5338|=|1:26355|2:26324,17519
5339|=|1:26356|1:26324
5340|=|1:3315|1:26343
5341|>|1:17309|1:17310
5342|>|1:17311|1:17312
5343|>|1:17307|1:17308
5344|>|1:17314|1:17315
5345|=|1:9607|1:4050
5346|>|1:17311|1:17309
5347|>|1:17311|1:17307
5348|>|1:17305|1:17306
5349|>|1:17306|1:17307
5350|=|1:37|1:4073
5351|=|1:26358|2:26357,26396
5352|=|1:26359|2:26360,26396
5353|=|1:26363|2:26362,26396
5354|=|1:26350|2:26350,26350
5355|=|1:17533|2:26631,26337
5356|=|2:26362,26364|2:3485,26364
5357|=|2:4335,9608|2:3485,9608
5358|=|2:26360,26361|2:3485,26361
5359|=|1:804|1:2701
5360|=|2:26365,26385|2:26366,26396
5361|=|1:26365|2:26367,26396
5362|=|2:26325,26325|2:26325,26325
5363|=|2:26328,26324|2:26328,26324
5364|=|1:26355|2:26324,101
5365|=|1:26324|1:26355
5366|>|1:17321|1:17320
5367|=|2:17491,26393|2:17499,26398
5368|>|1:17333|1:17342
5369|>|1:17336|1:17348
5370|>|1:17339|1:17340
5371|>|1:17337|1:17338
5372|>|1:17336|1:17337
5373|>|1:4354|1:4355
5374|>|1:4491|1:4492
5375|>|1:4491|1:4493
5376|>|1:17324|1:17325
5377|>|1:17320|1:17323
5378|=|1:26355|2:261,26355
5379|=|1:26320|2:26320,17533
5380|=|1:26331|2:315,26331
5381|=|1:26348|2:121,26348
5382|=|2:177,26335|1:26335
5383|=|1:26319|2:31,26319
5384|=|1:26368|2:26368,9273
5385|=|1:26326|2:26326,26326
5386|=|1:26347|2:155,26347
5387|=|1:26349|2:93,26349
5388|=|1:26355|2:26355,26355
5389|=|2:26386,26348|2:26348,26396
5390|=|1:26332|1:17605
5391|=|2:17605,3262|2:26332,561
5392|=|1:26347|2:26397,26347
5393|=|2:26386,134|2:26396,26322
5394|>|1:17316|1:17327
5395|>|1:17333|1:17352
5396|=|1:17605|1:18335
5397|=|1:17519|1:17536
5398|=|2:26329,28|2:26346,30
5399|>|1:17354|1:17355
5400|>|1:17349|1:17350
5401|=|1:418|2:673,13
5402|>|1:17350|1:17351
5403|=|2:311,26350|1:26350
5404|=|2:26385,604|2:26396,25808
5405|>|1:17346|1:17347
5406|=|1:25808|1:17536
5407|=|2:17536,3262|2:25808,561
5408|>|1:17333|1:17341
5409|=|2:26629,26368|2:26368,26396
5410|>|1:17354|1:17356
5411|=|1:17605|1:26369
5412|=|2:26632,26386|2:17716,26396
5413|=|2:704,26365|2:26398,26365
5414|=|2:3262,17519|2:561,26338
5415|=|2:3262,26329|2:561,26336
5416|>|1:17272|1:17273
5417|=|1:26331|2:19495,26331
5418|=|1:26331|2:26371,26331
5419|=|1:26321|2:26350,33
5420|=|1:26330|1:26372
5421|=|1:26324|1:26373
5422|=|1:17533|1:26374
5423|=|1:17533|1:18654
5424|=|2:17533,28|2:26374,30
5425|=|2:17533,12340|2:26374,12341
5426|=|1:26371|1:3111
5427|=|1:26375|2:129,26331
5428|=|2:24,17519|2:26376,10
5429|=|2:17375,264|1:17376
5430|>|1:4269|1:4272
5431|>|1:4268|1:4271
5432|>|1:4270|1:4269
5433|>|1:4269|1:4268
5434|>|2:17274,26394|1:26379
5435|>|1:26379|1:26380
5436|>|1:26380|1:26381
5437|>|1:26381|1:17275
5438|>|2:17275,26395|1:26382
5439|>|1:26382|1:26383
5440|>|1:26383|1:17276
5441|>|1:3456|1:9610
5442|>|1:9610|1:9611
5443|>|1:9611|1:9612
5444|>|1:3456|1:9610
5445|>|1:9610|1:9611
5446|>|1:9611|1:9612
5447|>|1:9612|1:2286
5448|>|1:9613|1:1765
5449|=|2:26393,21457|2:26398,21108
5450|=|2:26393,21108|2:26398,20807
5451|=|2:26385,191|2:26396,26170
5452|=|2:26170,26386|2:17357,26396
5453|=|2:26386,191|2:26396,26632
5454|=|1:26628|2:26396,26375
5455|=|1:26632|1:26633
5456|=|1:26633|2:26632,57
5457|>|1:2286|1:1765
5458|=|1:17571|2:191,19796
5459|>|1:1765|1:3922
5460|=|2:26667,3162|2:26666,55
5461|>|1:9612|1:9613
5462|>|1:9613|1:9629
5463|>|1:9629|1:3922
5464|=|2:26679,3|2:26680,4
5465|=|1:26679|1:26680
5466|>|2:4491,7|1:9650
5467|>|1:9650|1:9651
5468|>|1:9651|1:9652
5469|>|1:9652|1:9653
5470|>|1:9653|1:4494
5471|>|1:9653|1:9654
5472|>|1:4494|1:9635
5473|>|1:333|1:9679
5474|=|1:9679|2:4487,13
5475|>|1:9679|2:9656,13
5476|>|1:9679|2:9657,13
5477|>|1:9679|2:9658,13
5478|>|1:9679|2:9659,13
5479|>|1:333|2:9672,13
5480|>|2:9672,7|1:9673
5481|>|1:9673|1:9674
5482|>|1:9673|1:9675
5483|>|1:9674|1:9676
5484|>|1:9677|1:9485
5485|>|1:9485|1:9678
5486|>|1:333|1:9680
5487|>|1:9680|2:9668,13
5488|=|1:9680|1:9669
5489|=|1:9680|1:9670
5490|>|1:9668|1:4489
5491|=|1:9669|1:4489
5492|>|1:9675|1:9677
5493|>|1:16668|1:9677
5494|=|1:9678|1:5527
5495|>|1:333|1:9671
5496|>|1:9635|1:9638
5497|>|1:9638|1:9639
5498|>|1:9636|1:9637
5499|>|1:9637|1:9640
5500|>|1:9639|1:9641
5501|>|1:9640|1:9642
5502|>|1:4494|1:9683
5503|>|1:9635|1:4495
5504|>|1:9638|1:4496
5505|>|1:9639|1:1683
5506|>|1:9641|1:1684
5507|>|1:9635|1:9636
5508|>|1:9638|1:9637
5509|>|1:9639|1:9640
5510|>|1:9641|1:9642
5511|>|1:9641|1:9643
5512|>|1:9642|1:9646
5513|>|1:9631|1:9636
5514|>|1:9683|1:4495
5515|>|1:4494|1:9631
5516|>|1:9646|1:9647
5517|>|1:9643|1:9632
5518|>|1:4497|1:9633
5519|>|1:2778|1:9648
5520|>|1:1684|1:9649
5521|>|1:9649|1:1424
5522|=|1:9649|1:9634
5523|>|1:9641|1:9644
5524|>|1:9644|1:9645
5525|>|2:9656,7|1:9660
5526|>|1:9657|1:9661
5527|>|1:9658|1:9662
5528|>|1:9660|1:9665
5529|>|1:9661|1:9664
5530|>|1:9662|1:9663
5531|>|1:9665|1:4488
5532|>|1:9664|1:9666
5533|>|1:9663|1:9667
5534|>|1:4092|1:371
5535|>|1:371|1:4876
5536|>|2:2533,525|1:3410
5537|>|2:4898,3631|1:1078
5538|>|1:2072|1:9701
5539|>|2:9701,10|1:9706
5540|>|2:9701,10|1:9706
5541|>|1:9706|1:9711
5542|>|1:9711|1:9712
5543|>|1:9712|1:9713
5544|>|1:9193|1:9222
5545|>|1:1482|1:9208
5546|>|1:9205|1:1482
5547|>|1:9218|1:9193
5548|>|1:9206|1:9208
5549|>|1:9221|1:9222
5550|>|1:9207|1:9208
5551|>|1:9220|1:9222
5552|=|1:9208|1:9211
5553|=|1:9222|1:9225
5554|>|1:9209|1:9211
5555|>|1:9223|1:9225
5556|>|1:9210|1:9211
5557|>|1:9226|1:9225
5558|>|1:9208|1:9212
5559|>|1:9222|1:9224
5560|>|1:9211|1:9213
5561|>|1:9225|1:9228
5562|>|1:9212|1:9214
5563|>|1:9213|1:9216
5564|>|1:9224|1:9227
5565|>|1:9228|1:9230
5566|>|1:9214|1:9215
5567|>|1:9227|1:9229
5568|>|2:9215,10|1:9217
5569|>|1:9229|1:9231
5570|>|2:4499,7|1:5424
5571|>|1:5429|1:9714
5572|>|1:9714|1:15609
5573|>|2:7720,7|1:9715
5574|>|1:9715|1:9716
5575|>|1:9716|1:9717
5576|>|2:7720,7|1:9718
5577|>|1:9718|1:7724
5578|>|2:7720,7|1:2200
5579|>|1:3385|1:9721
5580|>|1:9719|1:9720
5581|>|2:9721,10|1:9723
5582|>|2:9720,10|1:9722
5583|>|1:9723|1:9724
5584|>|1:9722|1:9724
5585|>|1:9724|1:9725
5586|>|1:9725|1:9726
5587|>|1:9726|2:9727,10
5588|>|1:2008|1:9728
5589|>|1:9728|1:7733
5590|>|1:7733|1:754
5591|>|1:7733|1:9729
5592|>|1:321|2:9203,13
5593|>|1:9203|1:7685
5594|>|1:9686|1:9702
5595|>|1:9685|1:9686
5596|>|1:9687|1:9688
5597|>|1:9688|1:9689
5598|>|1:9685|1:9707
5599|>|1:9707|1:9705
5600|>|1:9707|1:9699
5601|>|1:9697|1:9698
5602|>|1:9705|1:9704
5603|>|1:9704|1:9697
5604|>|1:9704|1:9692
5605|>|1:9692|1:9693
5606|>|1:9685|1:9703
5607|>|1:9703|1:9690
5608|>|1:9702|1:9710
5609|>|1:9707|1:9708
5610|>|1:9708|1:9709
5611|>|1:9707|1:9695
5612|=|1:622|1:9704
5613|=|1:9699|1:9700
5614|>|1:418|1:3485
5615|>|2:2061,81|2:9777,10
5616|>|1:9778|1:17247
5617|>|2:9777,9710|2:9778,341
5618|>|1:9690|2:9780,341
5619|>|2:9780,9693|2:1953,341
5620|>|2:81,2061|2:9766,10
5621|>|1:9766|1:9767
5622|>|2:9767,9697|2:9768,341
5623|>|1:9768|1:9769
5624|>|2:9769,9689|2:1617,341
5625|>|2:2061,81|2:9770,10
5626|>|2:2061,81|2:9774,10
5627|>|2:9770,9689|2:9771,341
5628|>|2:9774,9689|2:9775,341
5629|>|1:9771|1:9772
5630|>|1:9771|1:9773
5631|>|1:9775|1:9776
5632|>|1:9746|1:9747
5633|>|1:938|1:6481
5634|>|1:9754|1:9755
5635|>|1:9730|1:9731
5636|>|1:938|1:6469
5637|>|1:9738|1:9739
5638|>|1:938|1:6468
5639|>|1:9747|1:9748
5640|>|1:9755|1:9756
5641|>|1:9731|1:9732
5642|>|1:9739|1:9740
5643|>|1:9748|1:9749
5644|>|1:9756|1:9757
5645|>|1:9732|1:9733
5646|>|1:9740|1:9741
5647|>|3:921,2061,81|2:9746,10
5648|>|3:921,2061,81|2:9754,10
5649|>|3:573,2061,81|2:9730,10
5650|>|3:573,2061,81|2:9738,10
5651|>|2:9748,9698|2:9750,341
5652|>|2:9750,9698|2:9752,341
5653|>|2:9749,9698|2:9751,341
5654|>|2:9751,9698|2:9753,341
5655|>|2:9756,9698|2:9758,341
5656|>|2:9758,9698|2:9760,341
5657|>|2:9757,9698|2:9759,341
5658|>|2:9759,9698|2:9761,341
5659|>|2:9732,9698|2:9734,341
5660|>|2:9734,9698|2:9736,341
5661|>|2:9733,9698|2:9735,341
5662|>|2:9735,9698|2:9737,341
5663|>|2:9740,9698|2:9742,341
5664|>|2:9742,9698|2:9744,341
5665|>|2:9741,9698|2:9743,341
5666|>|2:9743,9698|2:9745,341
5667|=|1:6826|1:6829
5668|=|1:6469|1:6826
5669|=|1:4752|1:9850
5670|>|1:9762|1:9763
5671|>|1:9762|1:9764
5672|>|1:9762|1:9765
5673|>|1:4921|1:9762
5674|=|2:24,81|2:2194,10
5675|>|1:753|1:9685
5676|>|1:9685|1:622
5677|>|2:9215,10|1:9217
5678|>|1:4515|1:326
5679|>|1:748|1:9889
5680|>|1:9889|1:748
5681|>|1:9889|1:191
5682|>|1:993|2:748,9
5683|>|1:4515|2:302,9
5684|>|1:2346|2:191,9
5685|>|1:418|2:9905,13
5686|>|1:748|1:9907
5687|>|1:9889|1:9908
5688|>|1:9907|1:9908
5689|>|1:9908|1:9907
5690|>|2:3163,4819|1:4821
5691|>|1:9910|1:3163
5692|>|2:184,2|1:9910
5693|>|1:4346|1:4871
5694|>|1:4349|1:9890
5695|>|1:4344|1:9900
5696|>|1:4345|1:6457
5697|>|1:4348|1:9901
5698|>|1:1254|1:1283
5699|>|1:4343|1:365
5700|>|1:2305|1:7946
5701|>|1:2829|1:868
5702|>|1:4344|1:9891
5703|>|1:4345|1:7569
5704|>|1:4348|1:9899
5705|>|1:6457|1:9859
5706|>|1:6492|1:9860
5707|>|1:6457|1:6492
5708|>|1:9859|1:9860
5709|>|1:6457|1:9904
5710|>|1:9901|1:9902
5711|>|1:9901|1:9903
5712|>|1:4350|1:8031
5713|=|1:471|1:4872
5714|=|1:7604|1:8047
5715|>|1:6502|1:7604
5716|>|2:4820,44|1:4821
5717|>|1:768|1:2314
5718|>|1:728|1:9898
5719|>|1:2314|1:701
5720|=|1:9898|1:8258
5721|>|1:8047|1:768
5722|=|1:701|1:8338
5723|>|1:219|2:6502,10
5724|>|1:9965|2:9966,10
5725|>|1:9966|1:9967
5726|>|1:8779|1:9968
5727|>|1:2129|1:9966
5728|>|1:542|1:9967
5729|>|1:8779|1:2129
5730|>|1:9968|1:542
5731|>|1:9966|1:4128
5732|>|1:9967|1:1899
5733|>|1:9965|1:387
5734|>|1:4127|1:8779
5735|>|1:2117|1:9968
5736|>|1:2337|1:8272
5737|>|2:4133,10|1:9965
5738|>|1:382|1:9965
5739|=|1:2380|1:3331
5740|>|1:9970|1:9971
5741|>|1:9971|1:9972
5742|>|2:9972,2|1:9973
5743|>|1:9973|1:9974
5744|>|1:9974|1:9975
5745|>|1:9975|1:9869
5746|>|1:9869|2:9872,9
5747|>|1:9872|1:9871
5748|>|1:29|1:9970
5749|>|1:9871|1:9870
5750|>|1:9938|1:10006
5751|=|1:10006|1:10007
5752|>|1:9938|1:11467
5753|>|1:9815|1:1540
5754|>|1:9603|1:10008
5755|>|1:792|1:719
5756|=|1:246|2:719,22
5757|>|1:10008|1:1919
5758|>|1:10008|1:1918
5759|>|1:8047|1:2017
5760|>|1:4872|1:9897
5761|>|1:471|1:9887
5762|>|1:4343|1:10009
5763|>|1:14475|1:14474
5764|=|1:139|1:99
5765|>|1:2030|2:4173,11
5766|>|1:2829|1:7165
5767|>|1:9642|1:9645
5768|>|1:9645|1:1424
5769|>|1:9642|1:769
5770|>|1:31|1:194
5771|=|1:1016|1:10067
5772|>|1:1016|1:10068
5773|>|1:17402|1:27723
5774|>|1:10077|2:10078,10
5775|>|1:81|1:10077
5776|>|2:80,2787|2:10076,1042
5777|>|1:10071|1:10072
5778|>|1:10072|1:10073
5779|>|1:10073|1:10074
5780|>|1:10073|1:10075
5781|>|1:9707|1:10071
5782|>|1:1042|1:2530
5783|>|1:2530|1:2787
5784|>|2:10078,25|1:9799
5785|>|2:24,81|2:10101,10
5786|>|2:133,81|2:10103,10
5787|>|2:81,4925|2:10193,10
5788|>|1:10193|1:10194
5789|>|1:81|2:10107,10
5790|>|2:98,81|2:10108,10
5791|>|2:133,81|2:10109,10
5792|>|1:10149|1:10150
5793|>|1:10150|1:10151
5794|>|1:10151|1:10153
5795|>|1:10150|1:10152
5796|>|1:10152|1:10153
5797|>|1:10153|1:10154
5798|>|1:10149|1:10155
5799|>|1:10157|1:10158
5800|>|1:10158|1:10159
5801|>|1:10157|1:10160
5802|>|1:10160|1:10162
5803|>|1:10163|1:10164
5804|>|1:10163|1:10165
5805|>|1:10165|1:10161
5806|>|1:10161|1:10167
5807|>|1:10167|1:10166
5808|>|1:15210|1:10148
5809|>|1:10143|1:10144
5810|>|1:10144|1:10145
5811|>|1:10145|1:10146
5812|>|1:10146|1:10147
5813|>|1:10169|1:10168
5814|>|1:10168|1:10170
5815|>|1:10170|1:10172
5816|>|1:10168|1:10171
5817|>|1:10173|1:10174
5818|>|1:10174|1:10175
5819|>|1:10175|1:10176
5820|>|1:10176|1:10177
5821|>|1:10177|1:10178
5822|>|1:10178|1:10179
5823|>|1:10179|1:10180
5824|>|1:10180|1:10181
5825|>|1:10181|1:10182
5826|>|1:10182|1:10183
5827|>|1:10183|1:1587
5828|>|1:1587|1:1398
5829|>|1:10181|1:10184
5830|>|1:10184|1:10185
5831|>|1:10185|1:1587
5832|>|1:1587|1:10186
5833|>|1:10187|1:10188
5834|>|1:10188|1:10189
5835|=|1:14888|1:4987
5836|>|1:10189|1:10190
5837|>|1:10119|1:10120
5838|>|1:10120|1:10121
5839|>|1:10121|1:10122
5840|>|1:10122|1:10123
5841|>|1:10123|1:10124
5842|>|1:10124|1:5078
5843|>|1:10120|1:10126
5844|>|1:10120|1:10127
5845|>|1:10121|1:10128
5846|>|1:10121|1:10129
5847|>|1:10122|1:10130
5848|>|1:10122|1:10132
5849|>|1:10122|1:10131
5850|>|1:10124|1:10133
5851|>|1:10135|1:10136
5852|>|1:10136|1:10137
5853|>|1:10137|1:10138
5854|>|1:10138|1:10139
5855|>|1:10139|1:10140
5856|>|1:17279|1:26439
5857|>|1:4696|1:10192
5858|>|1:10192|1:4559
5859|>|2:4559,383|1:4558
5860|=|2:4560,176|1:1220
5861|>|1:1220|1:10199
5862|>|1:10199|1:8693
5863|=|1:8693|1:10200
5864|>|2:10200,10|1:10201
5865|>|1:4560|1:4561
5866|>|1:4561|1:699
5867|>|1:699|1:1707
5868|>|1:656|1:10203
5869|>|1:1707|1:10204
5870|>|1:1707|1:8685
5871|>|1:668|1:4835
5872|>|2:1403,7|1:10206
5873|>|1:10206|1:4563
5874|>|1:4562|1:10205
5875|>|1:77|1:1243
5876|=|1:398|1:1220
5877|>|1:144|1:10221
5878|>|1:10221|1:10233
5879|>|1:10233|1:10234
5880|>|1:80|1:10212
5881|>|1:10212|1:10213
5882|>|1:10213|1:10214
5883|>|1:1042|1:10207
5884|>|1:10207|1:10208
5885|>|1:10208|1:10209
5886|>|1:10213|1:10211
5887|>|1:10211|1:10210
5888|>|1:10207|1:10210
5889|>|1:10210|1:10209
5890|>|1:10214|1:10218
5891|>|1:10218|1:10219
5892|>|1:10219|1:10220
5893|>|2:10230,10232|2:10231,341
5894|>|2:10234,10231|1:3781
5895|>|2:10232,10225|2:10226,341
5896|>|1:10226|1:10227
5897|>|1:10227|1:3784
5898|>|2:10232,10222|2:10223,341
5899|>|1:10223|1:10224
5900|>|2:10234,10224|1:9803
5901|>|2:10220,10209|1:10222
5902|>|2:10228,10219|1:17130
5903|>|2:10219,17130|1:10230
5904|>|2:248,13614|2:7965,11
5905|>|1:4139|1:9259
5906|>|1:398|1:10267
5907|>|1:4139|1:9375
5908|>|1:398|1:10268
5909|>|1:9375|1:3103
5910|>|1:10268|1:10269
5911|>|1:9259|1:3103
5912|>|1:10267|1:10269
5913|>|1:10269|1:10270
5914|>|1:10270|2:119,545
5915|>|1:5287|1:585
5916|>|1:5287|1:4117
5917|=|1:1254|1:10277
5918|>|1:10277|1:4872
5919|>|1:4872|1:8356
5920|>|1:728|1:3973
5921|>|1:3973|1:10271
5922|>|1:4136|1:10284
5923|=|1:9900|1:10286
5924|>|1:10286|1:10287
5925|>|1:10287|1:10293
5926|>|1:9900|1:10288
5927|>|1:9900|1:10290
5928|>|1:10290|1:10291
5929|>|1:10009|1:10280
5930|>|1:10280|1:10281
5931|>|1:10281|1:10282
5932|>|1:4343|1:7937
5933|>|1:4343|1:10272
5934|>|1:1022|1:3009
5935|=|2:365,29|2:10285,15
5936|>|1:4137|1:8014
5937|>|1:4136|1:10300
5938|>|1:10300|1:10301
5939|>|1:4136|1:10283
5940|>|1:7946|1:10279
5941|>|1:10279|1:9406
5942|>|1:6457|1:10289
5943|>|1:6457|1:6473
5944|>|1:6473|1:10292
5945|>|1:6945|1:7631
5946|=|2:3509,81|2:7860,10
5947|>|1:1254|1:1246
5948|>|1:1246|1:10274
5949|>|1:10274|1:10275
5950|>|1:1254|1:1436
5951|>|1:3509|1:10273
5952|>|1:2737|1:10278
5953|>|1:10278|1:3727
5954|>|1:3042|1:10276
5955|=|1:9604|1:5022
5956|>|2:4900,7|1:10329
5957|>|1:10329|1:10328
5958|>|1:10328|1:10330
5959|>|1:10330|1:10331
5960|>|1:10331|1:10332
5961|>|1:1018|1:116
5962|>|1:566|1:1018
5963|>|1:10335|1:1825
5964|>|1:4132|1:2771
5965|>|1:2771|1:10335
5966|=|1:280|1:844
5967|=|1:455|1:2111
5968|>|1:10332|1:10333
5969|>|1:4900|1:5293
5970|>|1:5293|1:5226
5971|>|1:490|1:2245
5972|>|1:1936|2:435,14
5973|=|1:2245|1:5304
5974|>|1:5304|1:435
5975|>|1:10333|2:5040,42
5976|>|2:5226,7|1:10334
5977|>|1:10334|1:4132
5978|>|2:4007,2835|2:10439,13
5979|>|1:10439|1:1702
5980|=|2:226,66|2:10451,115
5981|=|2:10451,65|2:66,180
5982|=|2:3979,66|2:10451,114
5983|>|1:10464|1:3852
5984|>|1:3927|1:4280
5985|>|2:9315,584|2:10488,15
5986|>|1:1067|1:10481
5987|>|1:10481|1:541
5988|>|1:326|2:185,9
5989|>|1:541|2:112,9
5990|>|2:91,40|2:3057,10
5991|>|1:9343|1:1125
5992|>|1:10516|1:10517
5993|>|1:10517|1:10518
5994|>|1:10518|1:10519
5995|>|1:10519|2:10520,10535
5996|>|1:10520|1:10521
5997|>|1:10520|1:10522
5998|>|1:10522|1:10523
5999|>|1:10520|1:10524
6000|>|1:10520|1:10526
6001|>|1:10524|1:10527
6002|>|1:10527|2:576,8535
6003|>|1:10526|1:10528
6004|>|1:10526|1:10529
6005|>|1:10529|2:10530,152
6006|>|1:10532|1:10533
6007|>|1:10533|1:8535
6008|>|1:8535|1:10531
6009|>|1:10531|1:490
6010|>|1:199|1:10789
6011|>|1:2576|1:959
6012|>|1:9612|1:2286
6013|>|1:4122|1:4580
6014|>|1:10852|1:10862
6015|>|1:10862|1:10864
6016|>|1:10862|1:10863
6017|>|1:10865|1:10862
6018|>|1:10852|1:2534
6019|>|2:10849,119|1:10866
6020|>|2:10866,89|1:10867
6021|>|1:10867|1:10868
6022|>|1:10868|1:10869
6023|>|1:10869|1:10870
6024|>|1:10870|2:89,10871
6025|>|2:10833,7|1:10834
6026|>|1:10834|1:10835
6027|>|1:10835|1:10836
6028|>|1:10836|1:10837
6029|>|1:10837|1:10838
6030|>|1:10838|1:10839
6031|>|1:10839|1:2317
6032|>|2:10833,7|1:10840
6033|>|1:10840|1:10841
6034|>|1:10841|1:10842
6035|>|1:10842|1:10843
6036|>|1:10843|1:10844
6037|>|1:10844|1:10845
6038|>|1:10845|1:10846
6039|>|1:10846|1:10847
6040|>|1:10847|1:10848
6041|>|1:10848|1:719
6042|>|2:10849,7|1:2306
6043|>|1:2306|1:10850
6044|>|1:10850|1:10852
6045|>|1:10850|1:10851
6046|>|1:2306|1:10855
6047|>|1:10855|1:10856
6048|>|1:10856|1:10857
6049|>|1:10857|1:10858
6050|>|1:10858|1:10859
6051|>|1:10859|1:10860
6052|>|1:10860|1:10861
6053|>|2:10849,7|1:10853
6054|>|1:10853|1:10854
6055|>|1:10854|1:5017
6056|>|1:9313|2:526,56
6057|>|1:10892|1:1833
6058|>|1:10891|1:10892
6059|>|1:10890|1:10891
6060|>|2:4502,10|1:10890
6061|=|2:9065,7|1:764
6062|>|1:4498|1:6432
6063|>|1:6432|1:6467
6064|>|1:6467|1:6459
6065|>|1:6459|1:10468
6066|>|1:6467|1:10469
6067|>|1:10469|1:10468
6068|>|1:10468|1:10476
6069|>|1:10469|1:10476
6070|>|1:10476|1:10478
6071|>|1:10476|1:10477
6072|>|1:10477|1:4483
6073|>|1:10478|1:4483
6074|>|1:10478|1:10479
6075|>|1:10479|1:4483
6076|=|1:4009|1:10893
6077|=|1:10893|1:6439
6078|>|1:6439|1:4011
6079|>|1:4010|1:6439
6080|=|1:4011|1:6454
6081|>|1:6587|1:6586
6082|>|1:6586|1:4863
6083|>|2:6589,1|1:6585
6084|>|1:6585|1:6586
6085|>|2:10894,1|1:10895
6086|>|1:10895|1:10896
6087|>|1:10896|1:4863
6088|>|1:218|1:82
6089|=|2:56,2962|1:3344
6090|>|1:3563|1:3608
6091|=|1:10924|1:10925
6092|>|1:413|1:2587
6093|>|1:2587|1:4764
6094|>|1:4764|1:4601
6095|>|1:544|1:10926
6096|>|1:3802|1:544
6097|=|2:65,51|1:10927
6098|>|1:10927|1:919
6099|>|1:3895|1:3894
6100|=|1:17279|2:26397,26439
6101|=|2:107,10|1:98
6102|>|1:11349|1:11351
6103|=|1:2005|1:11357
6104|=|1:11357|1:2783
6105|>|1:11467|1:10007
6106|>|1:10007|1:11468
6107|>|1:10007|1:11469
6108|>|1:11468|1:11470
6109|>|1:11469|1:11470
6110|>|1:11470|1:11471
6111|>|1:11471|1:11473
6112|>|1:11473|1:9815
6113|=|1:9815|1:11287
6114|>|2:743,7|1:11531
6115|>|2:743,7|1:11532
6116|>|2:11531,51|1:11536
6117|>|2:11532,51|1:11538
6118|>|2:11532,51|1:11537
6119|>|1:11536|1:11541
6120|>|1:11538|1:11542
6121|>|1:11538|1:11544
6122|>|1:11537|1:11543
6123|>|1:11531|1:9499
6124|>|1:11532|1:9499
6125|>|1:11531|1:9498
6126|>|1:11532|1:9498
6127|>|1:11531|1:4584
6128|>|1:11532|1:4584
6129|>|1:4584|1:2386
6130|>|1:4584|1:11529
6131|>|1:2386|1:11528
6132|>|1:9499|1:11530
6133|>|1:11530|1:2098
6134|>|1:9498|1:2386
6135|>|1:10811|1:11547
6136|>|1:10811|1:11545
6137|>|2:11547,51|1:11548
6138|>|2:11547,51|1:11549
6139|>|2:11545,51|1:11550
6140|>|2:11545,51|1:11551
6141|>|1:11545|1:11546
6142|>|1:10811|1:11533
6143|>|1:11533|1:11534
6144|>|1:11534|1:11535
6145|>|1:11560|1:4645
6146|>|1:11560|1:4646
6147|>|1:3961|1:3658
6148|>|1:4398|1:3616
6149|>|1:11553|1:11554
6150|>|1:11555|1:11556
